input,output,original
"9 minut viral video woman claim india enter stage-3 covid-19. claim husband employ major news channel inform pass dr.gyani head indian covid team ask peopl stock food, medicin babi food one month. also caution peopl armi deploy enforc strict lockdown upcom day",0,"A 9 minute viral video in a woman claims India has entered stage-3 of COVID-19. She claims that her husband is employed with a major news channel and the information was passed to him by some Dr.Gyani who heads the Indian Covid team and asks people to stock up on food, medicines and baby food for one month. She also cautions people about the Army being deployed to enforce a strict lockdown in the upcoming days"
partial tabl compar covid-19 stat countri impos lockdown countri didn’t,0,partially A table comparing COVID-19 stats for countries that did impose lockdown against countries that didn’t
video show suicid american man affect coronaviru,0,Video shows the suicide of an American man because he is affected by coronavirus
"inmat releas prison covid-19 “humanitarian hous arrests” arrest campo bom. polic offic found 100 kg cocain house, sever gun",0,"An inmate who was released from prison under COVID-19 “humanitarian house arrests” was arrested again in Campo Bom. Police officers found more than 100 kg of cocaine in his house, and several guns"
govern indian state madhya pradesh order shoot-at-sight enforc lockdown,0,Government of an Indian state Madhya Pradesh ordered shoot-at-sight to enforce lockdown
myanmar presid state counselor 14 day quarantin meet covid-19 patient switzerland,0,Myanmar president and state counselor are under 14 days quarantine after meeting with COVID-19 patient from Switzerland
indian state kerala’ govern pay news channel telecast cm’ interview,0,Indian State of Kerala’s government is paying news channels to telecast CM’s interview
"imag doctor goe viral claim dr. usman riyaz die treat coronaviru patient delhi, india",0,"An image of a doctor goes viral with the claim that Dr. Usman Riyaz died while treating coronavirus patients in Delhi, India"
"joão doria, governor são paulo, forbad doctor give chloroquin covid-19 patient",0,"João Doria, governor of São Paulo, forbade doctors to give chloroquine to COVID-19 patients"
actor vijay donat 3 billion (300 crore) rupe coronaviru relief,0,Actor Vijay donated 3 billion (300 crore) rupees for coronavirus relief
last pictur indonesian doctor hadio alo bid farewel famili,0,Last picture of Indonesian doctor Hadio Alo bidding farewell to his family
imag money thrown street helpless italian,0,Images of money thrown on streets by helpless Italians
russia releas 500 lion ensur peopl would stay insid hous,0,Russia released 500 lions to ensure people would stay inside houses
two men identifi “the owner carrefour” supermarket brazil video critic lockdown measur,0,Two men identified as “the owner of Carrefour” supermarkets in Brazil in videos where they criticized lockdown measures
"covid-19 epidem almost finish netherlands. govern close singl shop. tweet initi former bolsonaro minister, osmar terra, march 31",0,"The COVID-19 epidemic is almost finished in the Netherlands. The government did not close a single shop. Tweeted initially by a former Bolsonaro minister, Osmar Terra, on March 31"
"mostli video waitress saying, “i lost job. i’ll sleep better knowing” coronaviru relief bill includ fund kennedi center, refuge resettlement, pbs, congression salaries: “thanks, democrats”",0,"Mostly Video of a waitress saying, “I lost my job. But I’ll sleep better knowing” that the coronavirus relief bill included funding for the Kennedy Center, refugee resettlement, PBS, and congressional salaries: “Thanks, Democrats”"
"april 1st, coronaviru patient blumenau, brazil, cure",0,"As of April 1st, all coronavirus patients from Blumenau, Brazil, were cured"
coronaviru africa money cannot get debt intern monetari fund,0,There no coronavirus in Africa because there is no money there and they cannot get into debt with the International Monetary Fund
"psol (brazilian left-w oppositon party) state repres arrested, heavili intoxicated, attend parti covid-19 lockdown niterói, rio de janeiro",0,"A PSOL (Brazilian left-wing oppositon party) state representative was arrested, heavily intoxicated, while attending a party during the COVID-19 lockdown in Niterói, Rio de Janeiro"
world health organ condemn lockdown measur covid-19,0,World Health Organization condemned lockdown measures against COVID-19
"ronaldo caiado, governor brazilian state goiás, beaten due lockdown decrees. galleri photo “prove”",0,"Ronaldo Caiado, governor of the Brazilian state Goiás, was beaten up due to his lockdown decrees. A gallery of photos “prove” it"
"medic mask 2 way wear depend purpose: sick, put white side mouth fear infection, wear oppisit way",0,"Medical masks have 2 ways to wear it depending on your purpose: if you are sick, put the white side on your mouth and if you fear infection, wear it the oppisite way"
put eucalyptu (vick vaporub) nose prevent covid-19,0,Putting eucalyptus (Vicks VapoRub) in the nose prevents COVID-19
swiss newspap say presid méxico “worst example” covid-19 handl,0,Swiss newspaper says president of México is the “worst example” of how COVID-19 is handled
"video man, stand fresh food distribut center contagem, brazil, claim shortag food mina gerai caus lockdown measures. claim video shot march 31. ]the video tweet jair bolsonaro, who, later, delet",0,"A video of a man, standing at a fresh food distribution center in Contagem, Brazil, claiming there was a shortage of food in Minas Gerais caused by lockdown measures. He claims the video was shot on March 31. ]The video was tweeted by Jair Bolsonaro, who, later, deleted it"
china creat meat dead bodi coronaviru victim transport africa,0,China creates meat from the dead bodies of coronavirus victims and transport them to Africa
video show itali turn islam give italian author,0,Video shows Italy turns to Islam after giving up by the Italian authoritis
video unpreced stone rain rome suggest fate pro-communist itali,0,The video of unprecedented stone rain in Rome suggests the fate of pro-communist Italy
"boy call covid-19 monterrey, mexico",0,"A boy is called COVID-19 in Monterrey, Mexico"
"reach lungs, coronaviru remain throat three four day time person begin cough sore throats. drink lot water gargl warm water salt vinegar, remov viru",0,"Before reaching the lungs, The coronavirus remains in the throat for three or four days and at this time the person begins to cough and have sore throats. If you drink a lot of water and gargle with warm water and salt or vinegar, remove the virus"
photo porn actor use pass health profession,0,The photo of a porn actor used to pass as a health professional
video show supermarket louisiana breakdown: peopl plunder good arm soldier onsit,0,Video shows a supermarket in Louisiana had a breakdown: people were plundering goods with armed soldiers onsite
drink alcohol beverag help prevent covid-19,0,Drinking alcohol beverages can help prevent COVID-19
video show italian government/ brisban polic use zombi robots/ drone chase citizen make stay home,0,Video shows that the Italian government/ Brisbane police used zombie robots/ drones to chase their citizen and make them stay home
vladimir putin say world leader tri reduc popul,0,Vladimir Putin says that world leaders are trying to reduce the population
kid allow say goodby parent hospit covid-19,0,Kids are not allowed to say goodbye to their parents before being hospitalized for COVID-19
