,input,output
13331,cuba protestor front communist parti headquart chant cuba isnt cuba,1.0
13332,cullman alabama trumpral sleepi creepyjo look crowd theyr buy lie realamvoic,1.0
13333,fda video around 420 mark vaccin kill save 1 317 boy get myocard vaccin age 1718 insan anyon forc receiv order live freeli within societi keep job,1.0
13334,franc milan greec peopl flood street protest covid tyranni resist,1.0
13335,googl alert citi council pass law allow polic deput civilian citi worker new orlean eminetra,2.0
13336,hcq hunter laptop trump shred democrat vindic bombshel,2.0
13337,ig account agcleek outrag southwestair tell parent either cut hole mask 2 year old glue face child abus southwest flight attend fire parent stop support compani,1.0
13338,januari begin august joe biden domest travel cost 225 million,2.0
13339,kabul airport,2.0
13340,mlb exquisit end field dream game last night,0.0
13341,melbourn polic review peopl fit tracker street make sure havent outsid travel farther allow australia lost,1.0
13342,milan today massiv protest gather chant end vaxx mandat return normal,2.0
13343,monday welsh resid liabl fine 60 go work offic may howev legal spend day pub,1.0
13344,american heart associ journal mayb us leeri mrna vaccin actual correct trust vaccin read,1.0
13345,border patrol sourc agent use rein lot reason primarili use steer hors agent also spin sometim deter peopl get close horsew awar anyon struck rein,1.0
13346,friend air forc he suppos vote logo like better,1.0
13347,friend friend facebook covid aborigin nt binjari katherin,0.0
13348,gymnast friend regard simon bile,1.0
13349,new kaiser famili foundat poll parent say child school requir unvaccin student staff wear mask school,0.0
13350,author know gen miley late militari sociologist charl mosko observ sever decad ago us armi institut america black men routin gave order white men,2.0
13351,behind polic line everi day chant,1.0
13352,colleagu jason donner manchin say boat parti wsenat amp graham test posit outdoor weekend manchin say dozen senat,0.0
13353,earli septemb octob 1 vaccin texan 13 time less like test posit covid 20 time less like die coronaviru unvaccin peer,1.0
13354,dad pilot current situat southwest airlin,1.0
13355,freedommarchl helicopt central london earlier huge crowd freedommarch enoughisenough londonprotest,1.0
13356,famili merri christma happi holiday,1.0
13357,rum baba rumba rise star baker futur strictli star john whait,2.0
13358,senior us sourc housetohous execut kabul follow us mil departur word administr done us afghan american,2.0
13359,social media legisl infring econom liberti protect antivaxx speech code american educ gop becom parti say bake cake bigot freedom stop feel,1.0
13360,susdgreenburgfil realli want edmond die ill happi ill fuck parti janngreenburg respond wonder ag offic anyth els sound like what worri wonder goldwaterinst generalbrnovich,1.0
13361,6 month old archiv scienc chang much cdc director proclaim vaccin peopl carri viru get sick spread viru remind much gaslight go today,2.0
13362,biden famili happi thanksgiv,2.0
13363,cdc websit,1.0
13364,cm medicar servic provid pay 20 bonu doctor prescrib remdesivir patientsno agenda right,1.0
13365,fred blog thanksgiv dinner serv poultri cost 142 soybeanbas dinner serv amount calori cost 66 cent provid almost twice much protein,1.0
13366,find summari maricopa counti 2020 elect audit,1.0
13367,net,1.0
13368,pacersraptor game tonight love,1.0
13369,valentin famili continu pray prayforphil,0.0
13370,wapo editori board covid19 1 killer polic offic union suppos protect member health welfar union oppos mandat vaccin postopinion,1.0
13371,wapo editori board gov ron desanti florida republican descend jawdrop level cynic fine local govern impos vaccin mandat promot fals claim lifesav vaccin postopinion,1.0
13372,washpost editori board mask get vaccin time let covid postopinion,1.0
13373,washington post editori board right reckless antivaccin campaign mere pander fatal postopinion,1.0
13374,white hous,0.0
13375,white hous pool report potu journey edinburgh glasgow one point still smaller countri road larg nake scottish man stood front window take pictur motorcad phone welcom scotland mr presid,1.0
13376,archiv honor birthday woodyguthri,0.0
13377,begin new shepard design fli kármán line none astronaut asterisk next name 96 world popul space begin 100 km intern recogn kármán line,0.0
13378,brother guy month hid thousand nurs home death help land 51 million dollar book deal might want skip littl comment like one unless want call luv guv,1.0
13379,doctor discov omicron variant unlik fauci actual experi omicron mild symptom see appar there reason panick dont see sever ill patient,2.0
13380,moment immigr us kid found commun basebal dominicanrepubl highlight playbal young peopl talk redsox amp nation amp share love beauti game,0.0
13381,peopl brought vaccin hesit trash astra zeneca get possibl mandatori vaccin singl compet human person charg anywher,1.0
13382,peopl could remov trump hand ass team mule,1.0
13383,report evid obtain support find uspp clear park allow presid survey damag walk st john church,1.0
13384,review see bad compani go thing appear,1.0
13385,cdc mean thu far odd get hospit die breakthrough infect vaccin approxim 1 27223 im go mask child protect peopl get vaccin anytim want,1.0
13386,size tent look like obama creat job staff birthday parti staff white hous,1.0
13387,start year last sunday 331 nonfat shoot accord louisvil metro polic depart that nearli 50 increas last year time frame 232,2.0
13388,street hall power must organ mobil thank workingfamili amp mvmnt4blklive support local candid want reimagin public safeti,2.0
13389,wise martymakari john hopkin write blanket vaccin mandat,1.0
13390,ralli fedboi obviou,2.0
13391,day forward self identifi tran vegan eat plant base food medium rare sirloin steak chicken pork scratch salami,1.0
13392,today wsj felicia schwartz fda delay decis author moderna inc covid19 vaccin adolesc assess whether shot may lead heighten risk rare inflammatori heart condit accord peopl familiar matter,1.0
13393,today navigatorsurvey even gop divid whether parti enough pandem,0.0
13394,2 week flatten curv overwhelm healthcar facil 5month curfew overwhelm healthcar facil fire healthcar facil staff still make sens peopl covidlog,1.0
13395,two week flatten curv man dementia go send govern oper hous make sure your vaccin,1.0
13396,frontier airlin bailout airlin got throughout last year your go start charg covid recoveri fee real,1.0
13397,frontier passeng allegedli touch 2 flight attend breast scream parent worth 2 million punch flight attend frontier suspend crew duct tape passeng seat land miami 22 yr old max berri custodi,1.0
13398,frustrat parent children lo angel unifi school district lausd public school system organ strike protest teacher union refus return work,1.0
13399,frustrat american airlin southwest airlin amp delta requir vaccin employe fli unit,1.0
13400,fu gonna miss fuuuu kuuuu back forth everi time saw thank laugh fun night rest peac fuquan johnson pray kate quigley make full recoveri,1.0
13401,fuck joe biden,1.0
13402,fuck new world order conspiraci real australian health chant shit omg,1.0
13403,fuck peopl hard look staffth work stiffsal mask,1.0
13404,fuck,2.0
13405,fuck incred,1.0
13406,fulgent genet partner houston health depart houstonarea public school backtoschool covid19 test program citi califbusi wireflgtfulg genet inc nasdaq flgt fulgent compani technolog,2.0
13407,fulgent genet also award contract provid covid19 test new york citi public school 2021 school year,1.0
13408,full buttigieg interview confid safeti air travel transport secretari pete buttigieg talk chuck todd vaccin mandat presid domest agenda interview meet press,1.0
13409,full hutchinson biden vaccin mandat increas divis covid exclus interview meet press gov asa hutchinson rark defend plan challeng white hous new vaccin regul,2.0
13410,full approv pfizer covid vaccin expect fda monday,1.0
13411,full clip one untold stori tri break franci collin fauci cabal nih,1.0
13412,full file,1.0
13413,full indict cnn produc griffin sex crime upon children,1.0
13414,full transcript interview presid biden,2.0
13415,full video,1.0
13416,full video,1.0
13417,fulli vaccin covid superspread say inventor mrna technolog dr robert malon resourc page ade covid19 vaccin advers event track system vaer,1.0
13418,fulli vaccin brooklyn net center nic claxton miss upcom game due undisclos ill claxton struggl condit season he old obes comorbid incred fit 22 year old kyrieirv leronlimab cytodyn,1.0
